Interactor_A	Interactor_B
LAMTOR3	TSR1
HNRNPM	UQCR10
VPS26A	UBE4B
GALNT2	FAM3C
PSMB1	RBM8A
SEPT2	ACIN1
TACC1	SLC9A3R1
ACTA2	YWHAB
ILF3	NFXL1
PPIF	MRRF
NAP1L1	UBA2
SSSCA1	THADA
SRXN1	TTC9C
TYMS	SSSCA1
UBE2D1	SSSCA1
SSSCA1	UBE2C
UBXN1	KIAA1598
USP9X	SSSCA1
HDLBP	TTC4
USP15	WAPAL
SF3B6	ZC3H18
STUB1	SEC23A
CSTF2	MAX
ACAT2	VASP
SIRT1	NUDCD2
TPM1	NUDCD2
EIF4H	HNRNPA0
PSMD9	NUDCD2
UBE2A	UBQLN4
SCAF4	TXNDC17
PSMA2	ZNF24
SRSF2	TTN
RPS19	UBL4A
ATIC	CLNS1A
SORBS3	TXNDC17
CALU	TMEM256
CALU	FAF2
LAGE3	MCFD2
COIL	LACTB2
NUP210	LACTB2
LAGE3	PUM1
ILF3	RAB31
NCL	RBM42
MRPL12	GADD45GIP1
MRPL49	MTHFD1
LAGE3	RNF214
CALU	PTBP3
OGDH	MRPS2
CORO1C	MRPS5
MRPL38	MRPL57
LAGE3	AHCYL1
SMS	LACTB2
SSU72	LACTB2
TACC1	C12orf57
TUBB2A	TUBB4B
LAGE3	TOM1L2
UBE2H	LACTB2
TRAP1	WDHD1
LAGE3	ZFYVE19
ACOX1	PALLD
POP1	HTATSF1
POLR1C	DDX24
ILF3	MYO1C
SYNCRIP	STT3B
PRDX1	PRDX5
XPO1	WDR12
PEX19	NUDCD2
PTMS	NUDCD2
SMS	NUDCD2
PSMD14	NUDCD2
LRRC16A	SLAIN2
SBDS	SARNP
DYNC1H1	STRN
MPV17	CYB5R1
RPS27A	PHGDH
STXBP2	SSU72
TIAL1	SCAMP3
SF1	TMED4
OXCT1	TOR1AIP1
SARNP	MPLKIP
STMN1	TPM2
TACC3	SEC23A
TECR	RHOT2
LAMTOR3	NDUFB11
FBL	BANF1
SRSF10	THOC6
PSMD1	SEC24A
AP3D1	HTATSF1
UCHL3	USP9X
CLNS1A	UBXN1
PSMD7	TST
ATP6V1B2	SRXN1
NDUFS4	MRPL15
FLOT2	RAB2A
PPIF	MRPL14
RFX5	MRPL53
NOP2	RPS4X
SART3	PRPF8
SCAMP3	SRPRB
SF3B3	TJAP1
ZC3H11A	PPIF
SEPT7	TPBG
MOV10	RAB5A
OXCT1	SUCLA2
USP3	TXNDC17
DHODH	SDHA
USP14	VPS37B
M6PR	NDUFS4
C14orf166	C2orf49
HNRNPC	RRS1
TMPO	HP1BP3
TUFM	PRKCDBP
PEBP1	PRDX1
RANBP2	SMU1
TAGLN	RBM27
ITSN1	TTC37
TCEA1	NAA16
NONO	RALB
ICT1	RPL3
SLC12A4	FLOT1
UBAC1	TWF2
RHOA	PRDX6
NDUFA2	ACAD9
VCL	SCAF4
THOC5	RRP9
SNX8	ATP6V1D
HNRNPD	MRPL12
ATP6V1E1	YBX1
FAF2	SLC25A22
NDUFB4	MYL12A
MMGT1	OCIAD2
MATR3	RRP7A
FAM50B	MRPS16
MYL12A	MRPS21
SKIV2L	NDOR1
NARS	LRRC42
DHX15	TMEM126B
MRPL49	TMEM177
UBE3A	SF3B3
SERPINH1	YTHDF1
YAP1	ZFYVE19
RANGAP1	SORD
ATP6V1A	PRDX6
SLC25A6	TIMM10
THY1	VDAC3
HNRNPDL	RPL36
RPLP2	HNRNPA3
ILF3	RAP1A
VDAC3	SCO2
RPS27A	NSUN2
PSAP	SNAP23
LAMTOR3	TOMM22
SF1	TOMM40
C18orf8	PANK4
RALA	MYO1G
MRPS5	TMEM43
TPX2	THUMPD2
TPRKB	TRMT1
ESRRA	WDR36
XRN2	DENND5A
ESRRA	ZNF606
MRPL23	TXN2
RPL9	MRPS10
ILF3	JUP
PRDX1	SOD1
XIAP	USP5
NDUFV2	TMED9
TPBG	SF3A1
ACIN1	ARMCX3
FAM3C	PTCD3
TSR1	MRPL44
UTRN	THOC6
RPSA	RPS27L
SEPT7	TRA2B
SLC25A10	NDUFA13
ATP6V1B2	UBQLN1
SON	PUF60
HRAS	SLC9A3R2
MYH9	RAB11A
THRAP3	SAP18
HSPA8	SAMM50
SCAF4	VMA21
VAMP2	USP7
PSIP1	EXOSC5
TPD52L2	SSSCA1
UBE4B	SSSCA1
USP10	USP15
UCHL3	SSSCA1
THOC6	ZNF326
UBN1	ZNF606
ILF2	MRPL23
ATP5B	RPL18
HNRNPM	SLC25A24
OXCT1	PLAUR
SDHA	TOMM70A
FBL	NIFK
DDX1	HMCN1
LETM1	C12orf57
PDRG1	NUDCD2
TTC1	NUDCD2
UBE2D2	UBE2M
LTA4H	ZNF593
ZNF593	NUDCD2
ZPR1	NUDCD2
ZRANB2	UBQLN2
NAA16	MINA
ILF2	MYOF
SEPT2	TRA2B
RPL11	NIFK
SRSF1	SLC30A5
IFT88	IFT81
GTF3C1	GTF3C6
HSPA5	SURF4
EEF1G	FLNC
TUFM	MRPS10
OXCT1	SDHAF2
RPL31	MRTO4
SDHA	TAP1
HMGCS1	PEG10
SLC25A3	MTX2
DDX1	PLOD3
ILF2	PRKCDBP
SLC25A3	SUGP2
C1QBP	SGSH
ATP6V1A	CSE1L
NCSTN	RCC2
EEF1B2	TPR
SURF1	FKBP8
SSBP1	LAMTOR3
NDUFA7	SNRPC
ILF3	IARS2
TPM1	SF3B2
GTF2F2	GPRC5A
UBE2B	UBQLN1
NAP1L4	EIF3A
SSR3	SF3B1
M6PR	RPL37A
PTRH2	STT3B
SF3B5	SMIM20
DYNC1H1	STRN4
TOP2B	RBM14
TIMM9	HTRA2
MAPK14	CDK13
RPS20	DHX38
RPS3	HNRNPA0
CALU	DBN1
RPL19	SND1
MRPL15	NDUFA12
PCDH7	DDX28
RTCB	C2orf49
ILF3	CHCHD4
NEDD8	TST
SDHA	TMEM14B
MRPL16	TMEM177
TOR1AIP1	S100A16
PFAS	UBR1
UCHL3	USP34
UBXN1	UNK
UFC1	UNK
ATP6V1B2	UBXN7
UBXN7	ZFYVE19
SF3A1	ZNF326
PFAS	ZNF593
ZPR1	PAICS
ZPR1	UFC1
ZRANB2	UBQLN1
UQCRFS1	VAPB
HNRNPC	TRA2A
TPR	SART1
HSPD1	SEPT9
ILF3	MRPL39
RPS15A	MRPS14
HNRNPK	GTF3C4
VPS4B	YAP1
EIF4H	HNRNPDL
RPL10A	RAD18
PA2G4	SERBP1
NCL	RFXAP
ILF2	MRPL50
RPS16	PRKCDBP
EWSR1	MRPS9
SSRP1	PHGDH
RNASET2	SUCLG2
SARS2	PRKCDBP
USP3	TXLNG
UTP14A	PRPF40A
TYMS	ZFYVE21
SDHA	HIGD1A
HSPA5	RAB14
NONO	GORASP2
EPRS	LAMP2
ATP6V0A1	RPS15
HNRNPK	TNKS1BP1
MOGS	TECR
SNRPA1	RBM14
SF3A1	RBM14
SEPT7	SMARCA5
ILF3	UQCRH
USP7	TXNL1
RPS5	RBM14
HSPD1	CXorf56
CALU	EMC1
SDHAF2	COA7
SEC24A	SEPHS2
SSSCA1	SEC24A
SEC24A	THADA
KDM5C	THTPA
KARS	TRMT1
SEC23A	TTLL12
UBE2N	VPS33B
UTRN	THOC5
SART1	PATL1
USP7	XPOT
NDUFS3	SURF1
RPL8	MRPL23
PNP	DNAJB11
SRSF1	SURF4
SNX4	INTS2
TARS	CCT5
NME2	SOD1
HNRNPU	LBR
HNRNPDL	LSM14A
TSR1	POLR1B
RPL8	TXN2
SRP54	XRCC4
RPL38	MRPL53
RPS10	TMCO1
UBE2H	TXNDC17
TTC4	VPS36
INPP1	WDR12
UCHL5	WDR61
SLC25A6	TIMM50
UBE2B	UBE2L3
TWF1	UBXN1
PSMB5	SNRPA1
RPL6	PRPF8
EEF1A1	NABP2
C1QBP	NCAPD2
VCL	URM1
USP7	ZCCHC8
SRSF3	UQCRFS1
ACAT1	ACO2
RAP1A	DNAJC8
CAT	HSD17B4
SRSF5	TRMT112
CAST	PSIP1
FAM162A	PTRF
HNRNPR	MRPL14
TMEM14B	SFXN1
ZMPSTE24	ATP6V1H
UBE2D1	UTRN
RPS24	PSIP1
LAMP2	NPM1
UQCRB	RPL23
TPI1	PRDX6
SULT1A1	TPM1
EIF3E	NAP1L4
UBE2B	ATP6V1F
MPV17	RALA
KDM4B	SMU1
DDB1	STRIP1
ILF3	RRBP1
NONO	ALDH18A1
PSAP	NUP133
FUBP1	DHX36
EEF2	HSPA8
OXCT1	SUCLG1
RBMS1	RPS19
NDUFB7	TOMM7
PFAS	USP14
PRDX1	URM1
NDUFS2	SDHA
NFIA	DDX21
PSMB2	UBE2A
XRN2	TXLNA
THYN1	THOC2
CYC1	DHODH
VAMP2	ACAD9
DYNC1H1	XRCC5
DHX9	EMD
SMARCA1	SMARCA4
HNRNPC	ILVBL
EIF6	RBM14
CRCP	RBM26
EBNA1BP2	FTSJ3
GALNT2	MRPS5
ILF3	MRPS27
SFXN1	PRKCDBP
PPM1G	SNX12
PPM1G	SNX3
PPM1G	SPR
PPM1G	SRXN1
PPM1G	STAT6
CCT2	PRKCDBP
PPM1G	THOP1
RANGRF	THUMPD1
PPME1	TJAP1
PPM1G	TLE3
PPM1G	TTC9C
PPM1G	UBE2C
USP34	UBQLN2
USP34	UBXN1
LAMTOR3	ZBTB43
USP34	ZFYVE19
OXCT1	SCAF4
SUCLA2	S100A16
MYH10	IQGAP1
TXNL1	XPOT
RAB5A	RHOT2
NDUFA2	SNX3
IARS	TLN1
TST	S100A16
RRBP1	PPIF
FKBP8	MRPL11
VASP	SRSF9
SAFB	SRSF7
MFAP1	RPL37
ANXA11	STXBP2
MPV17	HNRNPR
NONO	TRIM24
UBE2A	UBE2V1
GSPT1	SPTAN1
SEPT2	UTP14A
SEPT2	ZNF326
HNRNPH1	YES1
FLNC	NUP133
NDUFA7	SCO2
SRRM2	SBDS
TPBG	SRSF11
RPS26	RHOT2
HNRNPM	SUPT16H
FAM3C	TOMM7
RPL19	PTGES3
SF3B3	SPDL1
VAPB	S100A16
PPT2	MATR3
ILF2	MIF4GD
PTMA	DSTN
ABCC1	MRPL17
PPM1G	SULT1A1
TBL2	SARNP
NAB2	TLN1
NDUFS3	TMEM14C
SNRNP200	AAR2
UBE2L3	SRPRB
UBE4B	SRPRB
VDAC3	SRPRB
HNRNPM	RRBP1
MOGS	NUP62
TIAL1	MRPS28
TCEA1	RBM25
DDX1	C2orf49
BCAS2	NCSTN
SARS	PALLD
MSMO1	EIF3F
TRIP6	UBE2C
ILF3	NUPL1
CLNS1A	PUM1
UBE2D1	ATP6V1F
ILF3	MRPS35
RPL11	UQCRB
ILF3	PLP2
CLNS1A	NEDD8
ACTA2	MRPL47
SERPINB6	C16orf70
THRAP3	PHGDH
EEFSEC	TRPT1
UBE2A	UNK
UBE2B	UNK
SF3A1	UTP14A
SNRPA1	VASN
ALYREF	WDR35
UBE2A	ZPR1
LAMP2	PCNA
LAMP2	SF3B6
HNRNPK	TPM4
TRIM25	UBE2S
RPL31	NIFK
SF1	SRPRB
UBR5	UTP15
USP1	VPS26A
PSMA5	SH3BGRL
NDUFA2	NABP2
NDUFA7	NABP2
TXNL4A	WDFY1
CD55	NDUFB7
DYNC1H1	FLNC
SERPINH1	TMED9
HNRNPA0	CACYBP
PRKDC	RPS11
SRSF7	STT3B
FKBP10	COA7
LAMTOR2	CPNE8
MON1B	LANCL2
IGF2R	COA7
NOP2	NCSTN
DNASE2	OPA1
PSME1	RBBP6
DNAJA1	PSAP
MRPS31	SARNP
SNAP23	C12orf57
AURKA	SSSCA1
SSBP1	TUBA1C
MTHFD1	TMEM165
PSMD4	TPD52L2
PSME1	UBL7
VPS26A	SSSCA1
WDHD1	COA7
UBE2N	ZDHHC5
OXCT1	SDHA
DDX3X	NUP133
CAD	PSMD1
EEF1A1	PICALM
SOD2	UBL4A
TPBG	NCSTN
UNG	SMUG1
MSH3	OTUD7B
NFIA	RPS24
DHX15	SENP3
NUP153	DPY30
SCARB2	DDX1
TWF1	TXNDC5
EEF2	EIF4A1
ABCB6	TOMM40
GTF3C1	NCSTN
NDUFS8	NDUFAF3
RAB5A	MOGS
TYMS	UBE2B
TXNL1	URM1
RCC1	HNRNPM
SURF1	SFXN3
MPV17	SFXN3
RPS18	MRPL22
PSMC2	ZCCHC8
DIAPH1	MYO1E
DTNA	NUP62
SSSCA1	TUBB6
RPL15	VASN
RPL23A	VASN
RPL9	VASN
ZRANB2	UBL7
EEF1B2	NUP153
UBE2B	SEC23A
TPP1	HNRNPH1
THY1	TIAL1
VPS4B	UBQLN4
POLR2B	TUBB4B
PPIL3	GINS4
SRSF3	EIF4H
SRSF7	TM9SF2
PSMA6	SF3A1
SRSF11	RBM14
PHLPP1	SNX6
UBE2V2	VPS26A
CLNS1A	TPD52L2
STOM	SUGP1
PSMC2	TUBB
VDAC2	ZFR
FLOT1	CERS2
SLC25A6	TIMM9
MYBBP1A	NOP16
PPIF	MRPL53
SNX3	MRPL53
SCYL1	SPTY2D1
SUCLG2	MRPL50
TCERG1	PHGDH
GTF3C1	PHGDH
SPCS2	TMEM14C
MRPL53	MPLKIP
USP9X	UBR4
SEPT7	VASN
PHGDH	VASN
ATP6V1A	ZNF593
RBM14	PRPF19
RPL6	MAGT1
HNRNPU	TRA2A
USP9X	UBQLN2
TWF1	XPNPEP1
ATP6V1A	RMDN3
RPL15	NIFK
SULT1A1	UBE2B
USP9X	UBE2C
NHP2L1	NIFK
RAN	RBM39
DYNC1H1	RANBP9
NDUFA2	SNRPC
DPP3	DSTN
KPNA2	HN1
NOP2	NIFK
DDX18	PRPF6
RQCD1	NUDCD3
ILF3	MRPS5
PPIF	SLIRP
SNF8	NUDCD3
RAD23B	SPR
THUMPD3	THUMPD1
CSE1L	UNC45A
HNRNPM	RRS1
XRCC1	SEPT11
PPIB	RBMS1
SEPT7	SRP14
PCNA	CHAF1B
CSNK2A1	RBBP4
PSMC6	RUVBL1
UCHL3	USP5
SERPINH1	STAM
RRS1	PRPF40A
THY1	SCO2
SNRPD2	NCSTN
CLNS1A	PIR
LAMP2	BCAS2
IGBP1	PFDN6
PIN4	DNAJC8
ILF3	MRPS9
HSPA5	SSBP1
ECH1	OPA1
CDK9	UBE2S
DDX47	EXOSC4
GNL3	NIFK
KRT7	ERLIN2
NDUFB7	ZMPSTE24
BPGM	SPEN
ILF3	MRPL1
RRBP1	MRPL53
SNRPC	MRPL53
STX7	MRPL53
TAGLN	MRPL53
TIMM44	MRPL53
UBE2I	MRPL53
TTC1	UBXN1
VRK1	TRMT1L
USP39	ZC3H18
MDH1	PRDX6
PGK1	TUBA4A
RBMS1	SCP2
PRDX1	YAP1
SLC25A3	PDHX
USP9X	SEC23A
FLOT1	SLC38A2
IGBP1	PPP4R2
ATP5A1	STOML2
IGBP1	NUDC
IGBP1	PAIP2
IGBP1	PHPT1
IGBP1	PLIN3
IGBP1	TES
IGBP1	UBQLN2
IGBP1	YAP1
IGBP1	PDCD6
IGBP1	MED15
IGBP1	STIP1
IGBP1	TYMS
IGBP1	S100A4
VDAC2	SUGP1
TOMM40	SRPRB
MOV10	MYO1E
ANXA3	STX4
MOV10	MRPS21
FLNA	LGALS1
NDUFV1	NOTCH2
VDAC3	SF1
ABCC1	NDUFB9
FAF2	ERGIC1
EWSR1	HAX1
CYC1	MRPL4
SRSF3	SFXN2
ACAA1	MRPL53
SUGP2	TIMM10B
HRSP12	MRPL53
SERPINH1	TIMM44
ILF3	MRPS10
ITGA5	FUBP1
PLCB1	PCF11
SSRP1	NCSTN
SCFD1	MRPL40
TPR	SF3B6
TPR	TAF15
ANXA3	ANXA11
AK2	DSP
RPS7	NCSTN
NDUFV3	SLC25A3
CAT	STIM1
IK	NCSTN
NONO	MRPL39
PLRG1	RBM14
CD2BP2	TBL1XR1
RPS15A	UBA2
HNRNPK	SART3
UBE3A	USP14
UBE3A	UNC45A
DBN1	ZC3H4
SLC9A3R2	NPC2
POC1A	RNF168
IGBP1	SRSF1
MRPL23	RPS3
COX15	NDUFS4
FLOT1	PTRH2
DDB1	NUP133
RFC1	RBM14
SMC1A	RBM14
TRA2A	PRPF40A
ACAT1	FLOT1
CYC1	NDUFAF3
DPF2	NCSTN
HSPA9	GPRC5A
SSR4	PPT2
MYBBP1A	SND1
STOM	SBDS
RPL4	NIFK
LAMTOR3	LPCAT1
ITGAV	MCAT
GARS	RARS
ACAT1	GCN1L1
RPS3A	RPS27L
S100A13	STK4
PTGES3	NUDCD2
SULT1A1	TRIP6
IGBP1	TAGLN2
PSMA5	TYMS
PHKA2	MMS19
PHKA2	KIAA0196
MTHFD1	FAF2
NUP214	ACOT13
SLIRP	MRRF
HNRNPM	ZNF326
SSBP1	MRPS16
LMNA	HNRNPM
UBE2V1	UCHL3
SMARCA5	NCSTN
SMARCB1	NCSTN
NONO	NUP133
RAD23B	SNRPF
GTF3C1	HNRNPR
NAA16	CDCA5
HSD17B4	GRHPR
CSNK2A2	TOP2A
SLC25A3	MRPL50
UBN1	WDR36
YAP1	THUMPD1
RTCA	ZC3HAV1
PPP5C	DIS3
MRPL23	PPT2
RAP1B	MOGS
ALYREF	UGGT1
SFXN3	SFXN1
CPSF2	GTF3C6
SURF4	NDUFB11
ATP6V1H	DDX28
HNRNPA2B1	HNRNPAB
OXA1L	RHOT2
EEF1A1	PSMB4
CLNS1A	LPP
PON2	RAP1A
STOM	PON2
HDAC2	SRSF9
VPS29	TMEM9
ILF3	RPN1
ABCC1	RPS7
LAMP2	TUBB
LMNB1	NCSTN
UBA3	UFC1
UBAC1	UTP6
VPS4B	TTLL12
ZPR1	UBE4B
ZYX	TTLL12
IGBP1	MIF
SRP54	TFAP4
PKN1	MAPK9
PDIA3	VIM
MPV17	MRPL40
RPL5	CLINT1
HNRNPM	SMC3
RHOT2	NDUFS7
UTP20	VPS18
DGKQ	EHD1
DYNC1H1	NUP133
CDK19	NIFK
NDUFS6	NEDD8
TAGLN	SUGP1
SUMO1	PRDX5
TPM2	SRXN1
ATP6V1B2	SULT1A1
MPV17	FAM3C
SEPT7	SURF4
CAD	RUVBL1
PPP1CA	OGT
GTF3C1	SAP18
INO80	DDX24
ATP6V0A1	SLC25A3
SMARCA1	RUVBL1
RBBP5	SMARCD2
CLTC	DNAJA3
NDUFV2	NPC2
ESRRA	IPO13
ESRRA	C2CD5
PLS3	PSMD6
RPS2	PTRH2
MRPL49	SCFD1
ILF3	SLIRP
RPS26	TMEM165
UBE2C	TTLL12
TYMS	UBXN7
UBE2D1	UBXN7
UBE2L3	UBXN7
UBE2V1	UBXN7
SRSF7	VASN
TTC4	VPS26A
TTC1	ZFYVE19
TTC1	ZRANB2
CIRBP	PRKAR2A
DAK	FLAD1
PSMB3	SF3A1
CDC5L	RPS3
NOP56	PTRF
DDX1	XPO1
SVIL	VCL
LAMP2	NCSTN
PSMA6	CCT5
TRA2A	SF3B6
RPS27A	STRAP
FLOT2	MMGT1
NOP58	NHP2
SSR1	ACAD9
SART1	NCSTN
LPP	PNPO
COL1A1	C12orf57
DHX8	TAF9
DDX49	PNO1
APEH	PREPL
SELENBP1	DPP7
STX7	SARNP
TOR1AIP1	NIT2
UBE2H	TXNL1
TTLL12	UNK
HNRNPU	LIMS1
HMG20B	POLR3H
DLD	UQCRC2
ATP6V1F	UBE4B
HSPD1	MCCC2
SNAP23	UBQLN2
VAMP2	SEPT9
FLNB	VCP
MECP2	XPC
STIM1	SF1
NFIA	SURF4
DYNLT1	DYNLRB1
CTTN	THY1
JUP	PLEC
SNX3	SRPRB
DBN1	TPM4
CAV1	ACIN1
C2orf49	FAM98B
NCSTN	TRMT112
TRIM24	CDK12
EIF4A1	HSP90AB1
EIF4B	MYH9
HNRNPU	MRPS28
RPS19	STX7
ZMPSTE24	TMEM43
PSMD11	PUS1
U2AF2	SLIRP
DLD	UBAP2
NCSTN	WDR18
YME1L1	FKBP8
PPIB	TIMM44
NDUFA2	ABCB10
NDUFA2	UBE2I
HSPA8	SEC24C
TSR1	MRPL32
LMO7	HNRNPR
FLNA	ILF2
PSIP1	EXOSC4
USP5	TXNDC17
DSP	PSEN1
PLP2	SFXN3
TXN	WDR1
ATP6V0D1	ERC1
SNRPA1	TPR
NNT	TIMM10
MEA1	NUP153
SSBP1	MRPS2
SULT1A1	TTC1
SULT1A1	USP34
UBE2D1	USP34
USP34	UBQLN4
UBE2D2	UBXN7
ATP6V1B2	USP34
VCL	SSU72
SYNCRIP	WBSCR16
SLC4A1AP	WIPF2
YTHDF1	LRSAM1
SOD2	ZC3H11A
ZC3H4	WIZ
UBQLN2	ZFYVE19
ILF3	MRPL9
LAMP2	SAFB
VCL	SDHAF2
PRPF4	WRAP53
SUCLA2	SEC22B
HSPA5	LAMTOR5
SRSF10	ZNF687
HNRNPAB	MRPS7
HSPA5	HNRNPUL2
FLOT2	SSR1
UBE2V2	STUB1
UBA52	S100A16
DBN1	RPLP0
HNRNPAB	MRPS25
KDM1A	TIMM50
RBBP4	HMGXB4
ZYX	SEC22B
NAP1L4	NCL
UBE4B	VPS36
RPL6	PSIP1
SIN3A	SEPT11
SERPINH1	PDIA6
VAMP2	TMED10
OGDH	MRPL41
TAF15	SAP30BP
KLC2	PATL1
CD55	MPV17
PRKAR1A	PRPF31
ILF3	PTBP3
RPS15	MRPL24
RPS8	NENF
VCL	UBR1
PHLPP1	WBSCR22
CSE1L	TXNDC5
NAA20	NHEJ1
VIM	RRP9
MYH10	RAB11A
MPV17	NDUFB4
ILF3	NDUFA2
STMN1	NDUFV1
MRPL23	HNRNPR
SRPRB	SARNP
HSP90AA1	TUFM
UBA52	ZRANB2
ANXA5	HARS
NDUFA5	GCN1L1
NF2	PPP1R8
HSP90AB1	STOML2
EEF1A1	SSBP1
SCP2	VDAC3
PRDX1	TPM3
CPT1A	EIF3C
RPS13	HNRNPA3
SRP9	PTGES3
SYNCRIP	TIMM50
POP1	STRIP1
UQCRC1	PHB2
BAK1	TOMM40
IGBP1	NEDD8
IGBP1	NENF
IGBP1	NUBP2
IGBP1	PDLIM1
IGBP1	PPP1R14B
PRPS2	C18orf8
FAF2	PTPLAD1
PPIB	MRRF
RBM8A	SLIRP
IGBP1	SNX12
SF3B4	TBL2
SEC23A	THADA
IGBP1	TOM1L2
TMED9	RIF1
QARS	TRMT1
UBE2D1	ZFYVE19
UBE2D2	ZPR1
TOMM7	CISD1
SON	U2AF1
ACTB	CORO1C
NDUFA2	MRPL43
SLC25A3	RPL27
RPL37A	PRPF40A
ILF2	SCFD1
THY1	SARNP
ACAT1	MARS
GNAI2	ERGIC1
HSP90AA1	SSR3
S100A6	DHX36
DARS	HMGCS1
MPST	UQCRFS1
USP7	WDR74
HNRNPK	USP14
FAF2	GDAP1
MYH10	ESYT1
AHCYL1	PPIL3
SRSF11	SHCBP1
SON	BUD31
ZMPSTE24	SYNJ2BP
UFD1L	TXLNA
UPP1	WBP2
TFDP1	PRPF31
RAN	U2AF1
IGFBP7	DSTN
TOP1	RBM14
DDB1	TPR
CLNS1A	RAC1
UCK2	UPP1
ECE1	SSR4
SRP9	TOMM40
XRCC4	NUDT21
ILF3	UQCRC1
NCBP1	ERC1
DHX9	THRAP3
LAMTOR3	RAB14
VDAC3	ATP6V1H
NDUFS1	OPA1
HNRNPF	EIF3A
HNRNPD	HNRNPDL
SLC25A3	PTPN1
FAM96B	MMS19
SLAIN2	KLC2
DNAJC8	TPX2
SSBP1	SF3A1
SRSF2	XPO1
HNRNPM	SON
LAMP2	HP1BP3
NDUFB10	YBX3
EEF1B2	PLOD3
PSME2	CAP1
SLC25A3	MRPL2
RBMS1	MRPL53
RPS24	HP1BP3
SON	HP1BP3
C18orf8	STK32C
HNRNPDL	WIPF2
IPO13	XPO4
HP1BP3	ZNF326
NHP2L1	TPR
RPL9	TXN2
SMARCA2	SEC22B
PSMB2	PYGB
RPS5	SNRPA1
ACAA1	SRPRB
PLAUR	CTSA
RALB	MARCKSL1
WASF1	ZC3H15
RPS23	HNRNPR
SLC25A5	RPN1
CCBL1	DGKQ
RPL8	PPT2
RAD23B	STAT6
PSMB1	CCT5
NOP2	RSL1D1
SERPINH1	MPLKIP
NUP50	UBAP2
UBE2D1	UBL7
UTP14A	SF3B3
SRSF11	VASN
SNRPF	SEC24C
SRRM2	SARNP
TPD52L2	TXNRD1
PTMS	PHPT1
SLC25A4	GALNT2
SFPQ	SMC3
COX5A	HNRNPA0
ILF2	MRPS28
UBE3C	WDR74
SULT1A1	STUB1
USP9X	SRXN1
DBN1	TXNDC5
VAPA	MRTO4
MTHFD1	MRPL23
ILF3	VAMP2
ATP5A1	RPS3
NDUFB5	SLC25A3
RDX	TRAPPC10
PCMT1	PPIH
NDUFA7	MRPS28
TPM4	ZYX
PPIP5K2	THOC7
DDX1	FGFR1OP2
NCSTN	RSL1D1
SHROOM3	SAAL1
NCSTN	SMU1
SNRPA	AHCYL1
SP100	AHCYL1
AHCYL1	SRXN1
SULT1A1	UBA2
ACAT1	TMEM65
TPD52L2	AHCYL1
NUDC	TRMT1
AHCYL1	TTC9C
TXNDC9	PCF11
UBE2D1	AHCYL1
UBA1	LARS
UBE2B	UBA2
UBE4B	AHCYL1
PSMC2	UFC1
AHCYL1	UFC1
THOC2	WBSCR22
WDR43	UBR5
ZBTB43	MARCKSL1
USP15	ZC3H13
NHP2L1	ZNF326
SEC23IP	ZNF593
ZYX	AHCYL1
MTHFD1	SFXN1
CLNS1A	PLIN3
CDC5L	RPS11
RPS8	GPATCH1
VPS39	VIPAS39
PTGES3	WRAP53
UQCRFS1	TOMM7
KARS	MRPS18B
QARS	MRPS18B
HUWE1	PRPF8
RBMS1	PQBP1
RBM14	STAG2
NDUFB5	MARCKSL1
UPF2	PRPF31
UQCRB	TIMM10
RBM14	TRMT112
RPS12	VAMP2
ILF3	MRPL10
SRSF3	TOMM7
RBM14	RRS1
AARS	ACTA2
TYMS	UBQLN4
PRDX1	RNH1
USP1	WDR5
AARS	DARS
SPCS2	MCAT
POFUT1	NNT
PCMT1	TPM4
SSR1	CCT2
ILF2	EMC1
DSTN	MDP1
NOP2	DDX21
NAA25	PARP9
PLEK2	DGCR8
IK	NOLC1
SLC25A3	MRPL20
MRPL46	MARCKSL1
RPL10A	S100A10
SEC23IP	MTHFSD
TMOD3	PPIL3
TRA2B	FAF2
SNRNP200	UBR4
RB1	PNO1
SLC25A6	LMNA
STMN1	S100A16
RALA	MARCKSL1
EEF2	PABPC1
NDUFS1	SEC24C
MPV17	MRPL22
SETD7	DPY30
SNAP23	FAM3C
SAMM50	MRPS11
SEC22B	SEPT9
OXA1L	TOMM40
MET	GNG12
SYNCRIP	HNRNPA0
PLP2	S100A11
UBE2B	ZYX
HSPA6	SCFD1
PRKDC	SMARCA5
HDAC2	FAM50B
MEA1	NCAPD2
TUFM	MRPL2
FAM50B	MRPL54
S100A10	PHF5A
SMNDC1	SND1
LAGE3	SEPHS2
ATP6V1A	ZNF706
NDUFB7	LAMTOR3
UBE2L3	UBE2V2
SEPT2	KLC2
DYNC1H1	SAP30BP
DHX9	NFIA
TRMT112	LUC7L3
RPL31	RBMX
SUCLG2	SCAF4
UQCRFS1	TIMM9
ILF2	PPT2
COX15	LAMTOR3
COX15	MRPS14
RUVBL1	TMED9
ACAA2	ZFR
MDN1	TEX10
RPS20	SND1
MED4	NIFK
KIAA1033	FAM21A
SNRNP70	TXN2
WDR4	ERC1
CTCF	CDK19
GPN1	CDK19
MRE11A	TMPO
LAGE3	OGFR
PSME2	PTMA
RAB5B	LAGE3
RAB11B	DDX28
RNASET2	PRDX3
LAGE3	RPAP1
RPSA	NENF
DDX28	MRPL57
SEC24A	KIAA1598
SCAMP3	SLIRP
GARS	PSME2
TPX2	MRPL53
TXNL1	LACTB2
